dataset,cell_type_full,consensus_label,original_label,reannotation_type,predicted_label,pred_confidence,set_size_naive,set_size_structure
Banovich_Kropski_2020,"CD8-positive, alpha-beta T cell",T cell lineage,Monocytes,Misannotated,T cell lineage,0.9575747700133731,1,1
Banovich_Kropski_2020,pulmonary alveolar type 2 cell,AT2,AT2,Correctly annotated,AT2,0.9376960417479107,0,1
Banovich_Kropski_2020,pulmonary alveolar type 1 cell,AT1,AT1,Correctly annotated,AT1,0.9999607884278113,1,0
Banovich_Kropski_2020,alveolar macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9986039174543032,1,1
Banovich_Kropski_2020,vein endothelial cell,EC venous,EC venous,Underannotated,EC venous,0.6503285000828313,2,1
Banovich_Kropski_2020,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.8900846525534847,1,1
Banovich_Kropski_2020,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9998779753311257,1,1
Banovich_Kropski_2020,"CD8-positive, alpha-beta T cell",T cell lineage,T cell lineage,Misannotated,T cell lineage,0.9998866469166854,1,1
Banovich_Kropski_2020,club cell,Secretory,Secretory,Underannotated,Secretory,0.6028776570769472,2,2
Banovich_Kropski_2020,"CD4-positive, alpha-beta T cell",T cell lineage,T cell lineage,Correctly annotated,T cell lineage,0.999397279119358,1,1
Banovich_Kropski_2020,pulmonary alveolar type 2 cell,AT2,AT2,Correctly annotated,AT2,0.9850406221571307,1,1
Banovich_Kropski_2020,"CD8-positive, alpha-beta T cell",T cell lineage,None,Underannotated,T cell lineage,0.9999773924324792,1,1
Banovich_Kropski_2020,elicited macrophage,Macrophages,Monocytes,Misannotated,Macrophages,0.9731848544033691,1,1
Banovich_Kropski_2020,non-classical monocyte,Monocytes,Monocytes,Misannotated,Monocytes,0.9484361407225198,1,1
Banovich_Kropski_2020,"CD8-positive, alpha-beta T cell",T cell lineage,None,Underannotated,T cell lineage,0.751885408563495,2,1
Banovich_Kropski_2020,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9960019345636411,1,1
Banovich_Kropski_2020,pulmonary alveolar type 2 cell,AT2,None,Misannotated,AT2,0.9072606112048914,1,1
Banovich_Kropski_2020,pulmonary alveolar type 2 cell,AT2,AT2,Correctly annotated,AT2,0.966262585157451,1,1
Banovich_Kropski_2020,pulmonary alveolar type 1 cell,AT1,AT1,Correctly annotated,AT1,0.9998844290439124,0,1
Banovich_Kropski_2020,natural killer cell,Innate lymphoid cell NK,None,Underannotated,Innate lymphoid cell NK,0.8194749088020943,1,1
Banovich_Kropski_2020,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9853005256737078,1,1
Banovich_Kropski_2020,alveolar macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9768681398648464,1,1
Banovich_Kropski_2020,pulmonary alveolar type 1 cell,AT1,AT1,Correctly annotated,AT1,0.9995683264053616,1,1
Banovich_Kropski_2020,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9995519624154833,0,1
Banovich_Kropski_2020,capillary endothelial cell,EC capillary,EC capillary,Correctly annotated,EC capillary,0.9991443543480678,1,1
Banovich_Kropski_2020,multiciliated columnar cell of tracheobronchial tree,Multiciliated lineage,Multiciliated lineage,Underannotated,Multiciliated lineage,0.9999998568773373,1,1
Banovich_Kropski_2020,pulmonary alveolar type 2 cell,AT2,AT2,Correctly annotated,AT2,0.9693504203539302,1,1
Banovich_Kropski_2020,natural killer cell,Innate lymphoid cell NK,None,Underannotated,Innate lymphoid cell NK,0.999540925562239,1,1
Banovich_Kropski_2020,"CD8-positive, alpha-beta T cell",T cell lineage,None,Underannotated,T cell lineage,0.99978478812456,1,1
Banovich_Kropski_2020,capillary endothelial cell,EC capillary,EC arterial,Misannotated,EC capillary,0.5983393677272344,3,2
Banovich_Kropski_2020,multiciliated columnar cell of tracheobronchial tree,Multiciliated lineage,Multiciliated lineage,Underannotated,Multiciliated lineage,0.9999996271732607,1,1
Banovich_Kropski_2020,endothelial cell of lymphatic vessel,Lymphatic EC mature,None,Underannotated,Lymphatic EC mature,0.9989707086157948,1,1
Banovich_Kropski_2020,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9459450086874848,0,1
Banovich_Kropski_2020,elicited macrophage,Macrophages,Monocytes,Misannotated,Macrophages,0.721410238902708,2,2
Banovich_Kropski_2020,alveolar macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9991687835500399,1,0
Banovich_Kropski_2020,alveolar macrophage,Macrophages,Macrophages,Misannotated,Fibroblasts,0.5162354779167942,2,2
Banovich_Kropski_2020,natural killer cell,Innate lymphoid cell NK,None,Underannotated,Innate lymphoid cell NK,0.9989281839939547,1,0
Banovich_Kropski_2020,pulmonary artery endothelial cell,EC arterial,EC capillary,Misannotated,EC arterial,0.966172963332381,0,1
Banovich_Kropski_2020,alveolar macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9994719201154956,1,1
Banovich_Kropski_2020,classical monocyte,Monocytes,Monocytes,Underannotated,Monocytes,0.965079891685751,0,1
Banovich_Kropski_2020,multiciliated columnar cell of tracheobronchial tree,Multiciliated lineage,Multiciliated lineage,Underannotated,Multiciliated lineage,0.9999999945047979,1,1
Banovich_Kropski_2020,pulmonary alveolar type 2 cell,AT2,AT2,Correctly annotated,AT2,0.9974662949837297,1,1
Banovich_Kropski_2020,alveolar macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9976875057764772,1,1
Banovich_Kropski_2020,alveolar macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9990261090386067,0,1
Banovich_Kropski_2020,capillary endothelial cell,EC capillary,EC capillary,Misannotated,EC capillary,0.9998408819215524,1,1
Banovich_Kropski_2020,non-classical monocyte,Monocytes,Macrophages,Misannotated,Macrophages,0.6939246002222431,3,2
Banovich_Kropski_2020,pulmonary alveolar type 2 cell,AT2,AT2,Correctly annotated,AT2,0.6245202901593343,3,4
Banovich_Kropski_2020,classical monocyte,Monocytes,Monocytes,Correctly annotated,Monocytes,0.9995323080906086,1,1
Banovich_Kropski_2020,pulmonary artery endothelial cell,EC arterial,EC arterial,Correctly annotated,EC capillary,0.5216420902960266,2,1
Banovich_Kropski_2020,multiciliated columnar cell of tracheobronchial tree,Multiciliated lineage,Multiciliated lineage,Underannotated,Multiciliated lineage,0.9999977601213819,1,1
Banovich_Kropski_2020,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.7658216090162183,2,2
Banovich_Kropski_2020,capillary endothelial cell,EC capillary,EC capillary,Misannotated,EC capillary,0.9995280290160844,1,1
Banovich_Kropski_2020,pulmonary alveolar type 2 cell,AT2,AT2,Correctly annotated,AT2,0.9920735678359148,1,1
Banovich_Kropski_2020,endothelial cell of lymphatic vessel,Lymphatic EC mature,None,Underannotated,Lymphatic EC mature,0.9968018737966888,1,1
Banovich_Kropski_2020,pulmonary alveolar type 2 cell,AT2,AT2,Correctly annotated,AT2,0.969991384565253,1,0
Banovich_Kropski_2020,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9954969713468453,1,1
Banovich_Kropski_2020,alveolar type 1 fibroblast cell,Fibroblasts,Myofibroblasts,Misannotated,Fibroblasts,0.9997988777092754,1,1
Banovich_Kropski_2020,pulmonary alveolar type 2 cell,AT2,AT2,Correctly annotated,AT2,0.9811968125576342,1,0
Banovich_Kropski_2020,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9983629384018865,1,1
Banovich_Kropski_2020,classical monocyte,Monocytes,Monocytes,Underannotated,Monocytes,0.9987994105793784,1,1
Banovich_Kropski_2020,classical monocyte,Monocytes,Monocytes,Underannotated,Monocytes,0.9829291961596193,1,1
Banovich_Kropski_2020,pulmonary alveolar type 2 cell,AT2,AT2,Correctly annotated,Multiciliated lineage,0.6142056885541446,2,2
Banovich_Kropski_2020,pulmonary alveolar type 1 cell,AT1,AT1,Correctly annotated,AT1,0.9985239077018608,1,1
Banovich_Kropski_2020,pulmonary alveolar type 2 cell,AT2,AT2,Correctly annotated,Multiciliated lineage,0.9512258890633902,1,1
Banovich_Kropski_2020,capillary endothelial cell,EC capillary,EC capillary,Correctly annotated,EC capillary,0.999997852023881,1,1
Banovich_Kropski_2020,alveolar macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9801351482391965,1,0
Banovich_Kropski_2020,elicited macrophage,Macrophages,Monocytes,Misannotated,Macrophages,0.7644532257791276,2,2
Banovich_Kropski_2020,pulmonary alveolar type 2 cell,AT2,AT2,Correctly annotated,AT2,0.9793020135489373,0,1
Banovich_Kropski_2020,pulmonary alveolar type 2 cell,AT2,AT2,Correctly annotated,AT2,0.7724340344735368,2,2
Banovich_Kropski_2020,pulmonary artery endothelial cell,EC arterial,None,Underannotated,Lymphatic EC mature,0.510512104951668,3,3
Banovich_Kropski_2020,natural killer cell,Innate lymphoid cell NK,Innate lymphoid cell NK,Correctly annotated,Innate lymphoid cell NK,0.9885581830009336,1,0
Banovich_Kropski_2020,pulmonary alveolar type 2 cell,AT2,AT2,Correctly annotated,AT2,0.96062232360693,1,1
Banovich_Kropski_2020,alveolar macrophage,Macrophages,Macrophages,Correctly annotated,Macrophages,0.9969867875438351,1,1
Banovich_Kropski_2020,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9979969745857841,1,1
Banovich_Kropski_2020,club cell,Secretory,Secretory,Underannotated,Secretory,0.9817917493891877,1,1
Banovich_Kropski_2020,alveolar macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9240083151770037,1,1
Banovich_Kropski_2020,alveolar macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.8144056318121041,2,2
Banovich_Kropski_2020,multiciliated columnar cell of tracheobronchial tree,Multiciliated lineage,Multiciliated lineage,Underannotated,Multiciliated lineage,0.9999999373902998,1,1
Banovich_Kropski_2020,pulmonary alveolar type 1 cell,AT1,AT1,Correctly annotated,AT1,0.914518704886071,1,1
Banovich_Kropski_2020,endothelial cell of lymphatic vessel,Lymphatic EC mature,None,Underannotated,Lymphatic EC mature,0.9995312273529724,1,1
Banovich_Kropski_2020,pulmonary alveolar type 2 cell,AT2,AT2,Correctly annotated,AT2,0.7550955226013462,2,1
Banovich_Kropski_2020,alveolar macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9976568088022765,1,1
Banovich_Kropski_2020,natural killer cell,Innate lymphoid cell NK,None,Underannotated,Innate lymphoid cell NK,0.9993306933286905,1,0
Banovich_Kropski_2020,vein endothelial cell,EC venous,EC venous,Underannotated,EC arterial,0.9274864143084904,0,1
Banovich_Kropski_2020,pulmonary artery endothelial cell,EC arterial,EC arterial,Correctly annotated,EC arterial,0.531604119286359,2,2
Banovich_Kropski_2020,"CD8-positive, alpha-beta T cell",T cell lineage,Monocytes,Misannotated,T cell lineage,0.999430187507136,1,1
Banovich_Kropski_2020,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.944912130642181,1,1
Banovich_Kropski_2020,pulmonary alveolar type 2 cell,AT2,AT2,Correctly annotated,AT2,0.6074764840266212,3,2
Banovich_Kropski_2020,pulmonary alveolar type 1 cell,AT1,AT1,Correctly annotated,AT1,0.9995059385332886,1,1
Banovich_Kropski_2020,endothelial cell of lymphatic vessel,Lymphatic EC mature,None,Underannotated,Lymphatic EC mature,0.9985446463167599,1,1
Banovich_Kropski_2020,natural killer cell,Innate lymphoid cell NK,None,Underannotated,Innate lymphoid cell NK,0.998311408698834,0,1
Banovich_Kropski_2020,endothelial cell of lymphatic vessel,Lymphatic EC mature,None,Underannotated,Lymphatic EC mature,0.9297865420512593,1,1
Banovich_Kropski_2020,pulmonary artery endothelial cell,EC arterial,EC arterial,Correctly annotated,EC arterial,0.9371686661406897,1,1
Banovich_Kropski_2020,pulmonary alveolar type 2 cell,AT2,AT2,Correctly annotated,AT2,0.8397369518008703,1,2
Banovich_Kropski_2020,classical monocyte,Monocytes,Monocytes,Underannotated,Monocytes,0.9980360047088567,1,1
Banovich_Kropski_2020,pulmonary alveolar type 2 cell,AT2,AT2,Correctly annotated,AT2,0.9593020587401954,1,1
Banovich_Kropski_2020,pulmonary artery endothelial cell,EC arterial,EC arterial,Correctly annotated,EC capillary,0.9870378695450953,1,1
Banovich_Kropski_2020,"CD4-positive, alpha-beta T cell",T cell lineage,T cell lineage,Correctly annotated,T cell lineage,0.9999527558515687,1,1
Banovich_Kropski_2020,epithelial cell of lower respiratory tract,Secretory,Secretory,Misannotated,Secretory,0.6493712645730809,2,3
Banovich_Kropski_2020,vein endothelial cell,EC venous,EC venous,Underannotated,EC venous,0.9243791311901078,1,1
Banovich_Kropski_2020,mast cell,Mast cells,Mast cells,Correctly annotated,Mast cells,0.9999296705216767,1,1
Banovich_Kropski_2020,"CD8-positive, alpha-beta T cell",T cell lineage,None,Underannotated,T cell lineage,0.9995589044171158,0,1
Banovich_Kropski_2020,natural killer cell,Innate lymphoid cell NK,Innate lymphoid cell NK,Correctly annotated,Innate lymphoid cell NK,0.9783851667861165,1,1
Banovich_Kropski_2020,classical monocyte,Monocytes,Monocytes,Correctly annotated,Macrophages,0.8441662124084948,1,2
Banovich_Kropski_2020,non-classical monocyte,Monocytes,Monocytes,Misannotated,Monocytes,0.6499497188623083,2,2
Banovich_Kropski_2020,non-classical monocyte,Monocytes,Macrophages,Misannotated,Monocytes,0.7961706055487332,2,1
Banovich_Kropski_2020,capillary endothelial cell,EC capillary,EC capillary,Misannotated,EC capillary,0.9951642003761206,1,1
Banovich_Kropski_2020,pulmonary alveolar type 2 cell,AT2,AT2,Correctly annotated,Multiciliated lineage,0.5743335111326575,2,2
Banovich_Kropski_2020,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9967066737093797,1,1
Banovich_Kropski_2020,alveolar macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.994678728314759,1,1
Banovich_Kropski_2020,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.897859071082902,1,1
Banovich_Kropski_2020,CD1c-positive myeloid dendritic cell,Dendritic cells,Dendritic cells,Misannotated,Dendritic cells,0.9995691188781074,1,1
Banovich_Kropski_2020,alveolar type 1 fibroblast cell,Fibroblasts,Myofibroblasts,Misannotated,Fibroblasts,0.9999791606107887,1,1
Banovich_Kropski_2020,pulmonary alveolar type 2 cell,AT2,AT2,Correctly annotated,AT2,0.9984883767696916,1,1
Banovich_Kropski_2020,capillary endothelial cell,EC capillary,EC capillary,Misannotated,EC capillary,0.9935528541785555,1,1
Banovich_Kropski_2020,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9979220171484926,1,1
Banovich_Kropski_2020,classical monocyte,Monocytes,Monocytes,Underannotated,Monocytes,0.9996776894650917,1,1
Banovich_Kropski_2020,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9980556417851292,1,1
Banovich_Kropski_2020,natural killer cell,Innate lymphoid cell NK,Innate lymphoid cell NK,Correctly annotated,Innate lymphoid cell NK,0.9242713224478059,1,1
Banovich_Kropski_2020,non-classical monocyte,Monocytes,Macrophages,Misannotated,Macrophages,0.981591313616867,1,1
Banovich_Kropski_2020,pulmonary alveolar type 2 cell,AT2,AT2,Correctly annotated,EC arterial,0.3659034585937087,3,4
Banovich_Kropski_2020,classical monocyte,Monocytes,Monocytes,Correctly annotated,Monocytes,0.9799807124858088,0,1
Banovich_Kropski_2020,pulmonary alveolar type 2 cell,AT2,AT2,Correctly annotated,AT2,0.9991091303128985,1,1
Banovich_Kropski_2020,CD1c-positive myeloid dendritic cell,Dendritic cells,Dendritic cells,Misannotated,Dendritic cells,0.9993776196471379,1,1
Banovich_Kropski_2020,capillary endothelial cell,EC capillary,EC capillary,Misannotated,EC capillary,0.9995155639664488,1,1
Banovich_Kropski_2020,pulmonary alveolar type 2 cell,AT2,AT2,Correctly annotated,AT2,0.9988090769729009,1,1
Banovich_Kropski_2020,"CD4-positive, alpha-beta T cell",T cell lineage,T cell lineage,Correctly annotated,T cell lineage,0.9990916507599614,1,1
Banovich_Kropski_2020,pulmonary alveolar type 2 cell,AT2,AT2,Correctly annotated,AT2,0.9606651910660727,0,1
Banovich_Kropski_2020,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9951330441779873,1,0
Banovich_Kropski_2020,non-classical monocyte,Monocytes,Monocytes,Misannotated,Monocytes,0.9689687562278807,1,1
Banovich_Kropski_2020,alveolar macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9914480330124322,1,1
Banovich_Kropski_2020,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9980103269266786,1,1
Banovich_Kropski_2020,"CD8-positive, alpha-beta T cell",T cell lineage,None,Underannotated,T cell lineage,0.9985367727558231,1,1
Banovich_Kropski_2020,non-classical monocyte,Monocytes,Monocytes,Misannotated,Monocytes,0.9932576323965254,1,1
Banovich_Kropski_2020,capillary endothelial cell,EC capillary,EC capillary,Misannotated,EC capillary,0.9498699021858887,1,1
Banovich_Kropski_2020,classical monocyte,Monocytes,Monocytes,Correctly annotated,Monocytes,0.9946642152829138,1,1
Banovich_Kropski_2020,pulmonary alveolar type 2 cell,AT2,AT2,Correctly annotated,AT2,0.7982448196517958,1,2
Banovich_Kropski_2020,pulmonary alveolar type 2 cell,AT2,AT2,Correctly annotated,AT2,0.9946424683879852,1,1
Banovich_Kropski_2020,pulmonary alveolar type 2 cell,AT2,AT2,Correctly annotated,Secretory,0.7863047294055839,2,2
Banovich_Kropski_2020,lung pericyte,Fibroblasts,Fibroblasts,Correctly annotated,Fibroblasts,0.9990391114001226,1,1
Banovich_Kropski_2020,pulmonary alveolar type 1 cell,AT1,AT1,Correctly annotated,AT1,0.9954077705652564,0,1
Banovich_Kropski_2020,pulmonary artery endothelial cell,EC arterial,EC arterial,Correctly annotated,EC venous,0.577851801731206,2,2
Banovich_Kropski_2020,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.7942256534463203,2,2
Banovich_Kropski_2020,multiciliated columnar cell of tracheobronchial tree,Multiciliated lineage,Secretory,Misannotated,Multiciliated lineage,0.9615205148558269,1,1
Banovich_Kropski_2020,multiciliated columnar cell of tracheobronchial tree,Multiciliated lineage,Multiciliated lineage,Underannotated,Multiciliated lineage,0.9999975175389251,0,1
Banovich_Kropski_2020,pulmonary alveolar type 1 cell,AT1,AT2,Misannotated,AT1,0.5171995609531026,3,3
Banovich_Kropski_2020,pulmonary alveolar type 2 cell,AT2,AT2,Correctly annotated,AT2,0.8787825200497118,1,1
Banovich_Kropski_2020,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9985392786637219,1,1
Banovich_Kropski_2020,multiciliated columnar cell of tracheobronchial tree,Multiciliated lineage,Multiciliated lineage,Underannotated,Multiciliated lineage,0.9999940247570235,0,1
Banovich_Kropski_2020,natural killer cell,Innate lymphoid cell NK,None,Underannotated,Innate lymphoid cell NK,0.5241659309996951,1,2
Banovich_Kropski_2020,elicited macrophage,Macrophages,Macrophages,Misannotated,Macrophages,0.9996167801109249,1,1
Banovich_Kropski_2020,vein endothelial cell,EC venous,EC venous,Underannotated,EC venous,0.9983034351454252,1,1
Banovich_Kropski_2020,pulmonary alveolar type 2 cell,AT2,AT2,Correctly annotated,AT2,0.794445871290019,2,2
Banovich_Kropski_2020,pulmonary alveolar type 2 cell,AT2,AT2,Correctly annotated,AT2,0.9723544295041603,1,1
Banovich_Kropski_2020,multiciliated columnar cell of tracheobronchial tree,Multiciliated lineage,Multiciliated lineage,Underannotated,Multiciliated lineage,0.999976459345726,1,1
Banovich_Kropski_2020,multiciliated columnar cell of tracheobronchial tree,Multiciliated lineage,Multiciliated lineage,Underannotated,Multiciliated lineage,0.9999701279871797,0,1
Banovich_Kropski_2020,epithelial cell of lower respiratory tract,Secretory,Secretory,Misannotated,Basal,0.6627115311258918,2,2
